match_id,opportunity_id,company_id,company_name,vendor_id,vendor_name,match_type,delivery_feasibility,match_score,match_status,term_status,rationale,next_action
M129,O043,C082,中科曙光,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"中科曙光 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M130,O044,C089,瀚蓝环境,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"瀚蓝环境 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M131,O044,C089,瀚蓝环境,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"瀚蓝环境 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M132,O044,C089,瀚蓝环境,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"瀚蓝环境 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M133,O045,C092,福耀玻璃,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"福耀玻璃 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M134,O045,C092,福耀玻璃,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"福耀玻璃 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M135,O045,C092,福耀玻璃,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"福耀玻璃 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M136,O046,C094,华天科技,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"华天科技 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M137,O046,C094,华天科技,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"华天科技 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M138,O046,C094,华天科技,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"华天科技 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M139,O047,C095,明阳智能,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"明阳智能 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M140,O047,C095,明阳智能,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"明阳智能 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M141,O047,C095,明阳智能,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"明阳智能 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M142,O048,C103,TCL中环,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"TCL中环 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M143,O048,C103,TCL中环,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"TCL中环 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M144,O048,C103,TCL中环,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"TCL中环 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M145,O049,C104,国电南瑞,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"国电南瑞 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M146,O049,C104,国电南瑞,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"国电南瑞 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M147,O049,C104,国电南瑞,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"国电南瑞 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M148,O050,C105,蔚蓝锂芯,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"蔚蓝锂芯 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M149,O050,C105,蔚蓝锂芯,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"蔚蓝锂芯 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M150,O050,C105,蔚蓝锂芯,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"蔚蓝锂芯 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
